year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,season,time_of_day,wind_NE,wind_NW,wind_SE,wind_cv,temp_dewp_gap,wind_pressure,precip_total,is_heating_season,cluster,air_quality,pm2.5
2013,12,18,9,-20,-4.0,1035.0,11.17,0,0,0,1,0,1,0,0,16.0,11560.95,0,1,2,Good,19.0
2011,2,12,17,-16,-3.0,1029.0,11.18,0,0,0,2,0,0,1,0,13.0,11504.22,0,1,2,Moderate,48.0
2011,5,10,7,7,16.0,1010.0,8.05,0,0,1,1,0,1,0,0,9.0,8130.500000000001,0,0,0,Good,32.0
2011,4,26,8,6,15.0,1003.0,3.13,0,0,1,1,0,0,1,0,9.0,3139.39,0,0,1,Very_Unhealthy,151.0
2013,8,11,16,23,30.0,1004.0,22.35,0,0,2,2,0,0,1,0,7.0,22439.4,0,0,1,Unhealthy,127.0
2012,9,16,18,7,24.0,1018.0,14.3,0,0,3,2,0,0,1,0,17.0,14557.4,0,0,1,Moderate,42.0
2012,12,26,5,-18,-15.0,1037.0,0.89,0,0,0,0,1,0,0,0,3.0,922.93,0,1,2,Moderate,72.0
2014,3,16,23,-5,9.0,1012.0,0.89,0,0,1,3,0,0,0,1,14.0,900.6800000000001,0,1,2,Unhealthy,150.0
2014,7,19,5,23,27.0,1008.0,11.62,0,0,2,0,0,0,1,0,4.0,11712.96,0,0,1,Unhealthy_Sensitive,77.0
2014,2,1,15,-2,4.0,1015.0,3.58,0,0,0,2,0,0,1,0,6.0,3633.7,0,1,2,Unhealthy,143.0
2014,6,4,17,14,29.0,1004.0,17.43,0,0,2,2,0,0,1,0,15.0,17499.72,0,0,1,Moderate,52.0
2013,1,10,15,-11,-3.0,1026.0,5.37,0,0,0,2,0,0,1,0,8.0,5509.62,0,1,2,Very_Unhealthy,167.0
2014,1,22,8,-18,-9.0,1025.0,14.31,0,0,0,1,0,1,0,0,9.0,14667.75,0,1,2,Unhealthy_Sensitive,100.0
2010,5,24,17,7,29.0,1003.0,52.09,0,0,1,2,0,1,0,0,22.0,52246.27,0,0,3,Good,26.0
2010,9,13,5,16,18.0,1012.0,0.89,0,0,3,0,0,0,0,1,2.0,900.6800000000001,0,0,4,Very_Unhealthy,206.0
2011,10,26,7,2,4.0,1025.0,0.89,0,0,3,1,1,0,0,0,2.0,912.25,0,0,5,Unhealthy_Sensitive,98.0
2013,12,9,3,-14,-1.0,1025.0,52.09,0,0,0,0,0,1,0,0,13.0,53392.25,0,1,3,Good,6.0
2012,12,16,4,0,0.0,1027.0,12.96,0,0,0,0,0,0,1,0,0.0,13309.92,0,1,2,Very_Unhealthy,243.0
2014,9,27,20,13,17.0,1016.0,2.23,0,0,3,3,0,0,0,1,4.0,2265.68,0,0,4,Moderate,54.0
2010,3,20,4,2,6.0,1000.0,4.92,0,0,1,0,0,1,0,0,4.0,4920.0,0,1,0,Hazardous,283.5
2011,5,20,6,-7,17.0,1013.0,36.22,0,0,1,0,0,1,0,0,24.0,36690.86,0,0,3,Moderate,46.0
2010,12,10,23,-17,-3.0,1022.0,52.09,0,0,0,3,0,1,0,0,14.0,53235.98,0,1,3,Good,19.0
2010,8,27,17,15,29.0,1011.0,1.79,0,0,2,2,0,0,1,0,14.0,1809.69,0,0,1,Good,26.0
2013,9,29,6,13,16.0,1015.0,12.07,0,0,3,0,0,1,0,0,3.0,12251.05,0,0,0,Very_Unhealthy,226.0
2014,10,30,11,6,13.0,1024.0,0.89,0,0,3,1,0,0,0,1,7.0,911.36,0,0,4,Very_Unhealthy,161.0
2013,9,21,0,16,20.0,1015.0,0.89,0,0,3,0,1,0,0,0,4.0,903.35,0,0,5,Unhealthy_Sensitive,89.0
2011,7,26,3,24,24.0,999.0,0.89,0,0,2,0,0,0,0,1,0.0,889.11,0,0,4,Unhealthy_Sensitive,80.0
2011,4,6,4,1,12.0,1018.0,52.09,0,0,1,0,0,0,1,0,11.0,53027.62,0,0,3,Unhealthy_Sensitive,103.0
2010,11,6,13,4,16.0,1015.0,3.56,0,0,3,2,0,0,0,1,12.0,3613.4,0,1,4,Hazardous,283.5
2012,2,23,21,-14,-2.0,1025.0,18.77,0,0,0,3,0,0,1,0,12.0,19239.25,0,1,2,Moderate,57.0
2010,8,26,21,14,26.0,1014.0,6.26,0,0,2,3,0,1,0,0,12.0,6347.639999999999,0,0,0,Good,26.0
2014,11,24,0,-2,-2.0,1027.0,1.79,0,0,3,0,0,1,0,0,0.0,1838.33,0,1,0,Very_Unhealthy,240.0
2014,9,1,21,19,20.0,1012.0,8.94,0,0,3,3,0,1,0,0,1.0,9047.28,0,0,0,Unhealthy_Sensitive,84.0
2010,4,4,23,2,13.0,1010.0,28.61,0,0,1,3,0,0,1,0,11.0,28896.1,0,0,1,Very_Unhealthy,173.0
2010,11,21,1,1,2.0,1009.0,0.45,0,0,3,0,0,0,0,1,1.0,454.05,0,1,4,Hazardous,283.5
2012,3,6,17,-17,9.0,1016.0,52.09,0,0,1,2,0,1,0,0,26.0,52923.44,0,1,3,Good,14.0
2010,10,9,10,12,16.0,1012.0,1.78,0,0,3,1,0,0,0,1,4.0,1801.36,0,0,4,Hazardous,283.5
2010,10,14,0,9,15.0,1017.0,8.94,0,0,3,0,0,1,0,0,6.0,9091.98,0,0,0,Moderate,41.0
2010,4,27,4,-13,4.0,1011.0,52.09,0,0,1,0,0,1,0,0,17.0,52662.990000000005,0,0,3,Good,18.0
2010,12,14,7,-22,-11.0,1034.0,19.67,0,0,0,1,0,1,0,0,11.0,20338.78,0,1,2,Good,15.0
2012,1,19,13,-7,1.0,1028.0,1.78,0,0,0,2,0,0,0,1,8.0,1829.84,0,1,2,Hazardous,283.5
2014,5,25,8,19,21.0,1008.0,0.89,0,0,1,1,0,0,0,1,2.0,897.12,0,0,4,Very_Unhealthy,160.0
2014,8,11,5,18,21.0,1005.0,20.12,0,0,2,0,0,1,0,0,3.0,20220.6,0,0,0,Good,20.0
2011,12,23,23,-15,0.0,1027.0,16.09,0,0,0,3,0,1,0,0,15.0,16524.43,0,1,2,Good,13.0
2011,1,16,17,-20,-5.0,1035.0,1.79,0,0,0,2,0,0,1,0,15.0,1852.65,0,1,2,Moderate,56.0
2011,2,27,3,-3,-1.0,1026.0,4.92,0,0,0,0,0,1,0,0,2.0,5047.92,0,1,2,Unhealthy,123.0
2010,11,6,21,6,8.0,1015.0,0.89,0,0,3,3,0,0,0,1,2.0,903.35,0,1,4,Hazardous,283.5
2010,9,30,3,8,9.0,1019.0,0.89,0,0,3,0,0,1,0,0,1.0,906.91,0,0,0,Moderate,72.0
2014,2,22,6,-6,1.0,1029.0,11.17,0,0,0,0,0,1,0,0,7.0,11493.93,0,1,2,Hazardous,283.5
2010,12,18,16,-13,4.0,1010.0,1.78,0,0,0,2,0,0,0,1,17.0,1797.8,0,1,2,Hazardous,255.0
2010,4,6,18,-15,14.0,1023.0,25.92,0,0,1,2,0,1,0,0,29.0,26516.160000000003,0,0,3,Good,15.0
2012,3,11,9,-21,-2.0,1037.0,52.09,0,0,1,1,0,1,0,0,19.0,54017.33,0,1,3,Good,29.0
2013,12,4,18,-11,5.0,1018.0,1.78,0,0,0,2,0,0,0,1,16.0,1812.04,0,1,2,Moderate,69.0
2014,4,24,0,11,19.0,1012.0,12.52,0,0,1,0,0,0,1,0,8.0,12670.24,0,0,1,Unhealthy_Sensitive,82.0
2013,10,9,19,11,15.0,1009.0,1.79,0,0,3,3,1,0,0,0,4.0,1806.11,0,0,5,Very_Unhealthy,197.0
2013,10,15,23,0,5.0,1027.0,1.78,0,0,3,3,0,0,0,1,5.0,1828.06,0,0,4,Moderate,60.0
2013,4,10,5,-9,5.0,1021.0,52.09,0,0,1,0,0,1,0,0,14.0,53183.89000000001,0,0,3,Good,8.0
2011,3,22,21,-19,5.0,1026.0,52.09,0,0,1,3,0,1,0,0,24.0,53444.34,0,1,3,Moderate,41.0
2014,10,6,6,4,6.0,1027.0,3.58,0,0,3,0,0,1,0,0,2.0,3676.66,0,0,0,Good,22.0
2012,2,1,3,-27,-11.0,1034.0,9.84,0,0,0,0,1,0,0,0,16.0,10174.56,0,1,2,Good,9.0
2011,3,8,23,-17,5.0,1027.0,24.15,0,0,1,3,0,1,0,0,22.0,24802.05,0,1,3,Good,7.0
2012,8,2,5,19,20.0,1007.0,1.79,0,0,2,0,0,1,0,0,1.0,1802.53,0,0,0,Good,16.0
2012,6,1,4,15,16.0,1014.0,1.78,0,0,2,0,0,0,0,1,1.0,1804.92,0,0,4,Moderate,57.0
2012,6,25,2,21,21.0,1005.0,3.12,0,0,2,0,0,0,0,1,0.0,3135.6,0,0,4,Moderate,70.0
2012,4,3,18,-16,19.0,1010.0,33.53,0,0,1,2,0,1,0,0,35.0,33865.3,0,0,3,Good,10.0
2012,7,19,22,24,27.0,1004.0,2.68,0,0,2,3,0,0,1,0,3.0,2690.7200000000003,0,0,1,Unhealthy,132.0
2013,3,13,1,-6,0.0,1024.0,6.26,0,0,1,0,0,1,0,0,6.0,6410.24,0,1,2,Good,23.0
2014,6,15,1,18,23.0,1006.0,0.89,0,0,2,0,0,0,0,1,5.0,895.34,0,0,4,Unhealthy,118.0
2014,4,22,22,5,21.0,1011.0,46.5,0,0,1,3,0,0,1,0,16.0,47011.5,0,0,1,Moderate,60.0
2011,5,11,7,14,15.0,1007.0,0.89,0,0,1,1,0,0,0,1,1.0,896.23,0,0,4,Unhealthy_Sensitive,106.0
2012,11,23,7,-12,-6.0,1029.0,3.13,0,0,3,1,0,1,0,0,6.0,3220.77,0,1,0,Good,21.0
2011,8,30,18,22,29.0,1007.0,12.07,0,0,2,2,0,0,1,0,7.0,12154.49,0,0,1,Unhealthy,147.0
2012,8,8,23,24,26.0,1006.0,1.79,0,0,2,3,0,1,0,0,2.0,1800.74,0,0,0,Good,33.0
2013,1,2,17,-27,-8.0,1042.0,52.09,0,0,0,2,0,1,0,0,19.0,54277.780000000006,0,1,3,Good,25.0
2012,11,24,18,-7,2.0,1018.0,9.84,0,0,3,2,0,0,1,0,9.0,10017.12,0,1,1,Very_Unhealthy,202.0
2013,6,14,22,13,24.0,1008.0,52.09,0,0,2,3,0,0,1,0,11.0,52506.72,0,0,1,Unhealthy_Sensitive,115.0
2014,9,9,1,12,15.0,1009.0,1.79,0,0,3,0,1,0,0,0,3.0,1806.11,0,0,5,Moderate,37.0
2014,9,14,8,16,20.0,1017.0,8.04,0,0,3,1,0,1,0,0,4.0,8176.679999999999,0,0,0,Unhealthy_Sensitive,79.0
2013,11,11,12,-16,12.0,1028.0,14.3,0,0,3,1,0,1,0,0,28.0,14700.4,0,1,0,Good,14.0
2012,6,13,2,13,20.0,1000.0,1.79,0,0,2,0,0,0,1,0,7.0,1790.0,0,0,1,Good,15.0
2013,3,31,9,2,4.0,1022.0,52.09,0,0,1,1,0,0,1,0,2.0,53235.98,0,1,3,Very_Unhealthy,174.0
2011,7,19,7,22,25.0,1003.0,0.89,0,0,2,1,0,0,0,1,3.0,892.67,0,0,4,Unhealthy,131.0
2014,2,13,23,-10,-3.0,1031.0,6.26,0,0,0,3,1,0,0,0,7.0,6454.06,0,1,2,Hazardous,251.0
2010,11,27,8,-21,0.0,1024.0,52.09,0,0,3,1,0,1,0,0,21.0,53340.16,0,1,3,Good,19.0
2011,5,21,7,-2,15.0,1016.0,14.31,0,0,1,1,0,1,0,0,17.0,14538.96,0,0,0,Moderate,41.0
2010,12,10,13,-15,7.0,1008.0,52.09,0,0,0,2,0,1,0,0,22.0,52506.72,0,1,3,Good,28.0
2011,4,8,12,-12,19.0,1019.0,21.45,0,0,1,1,0,0,1,0,31.0,21857.55,0,0,1,Moderate,72.0
2013,2,9,15,-14,2.0,1022.0,1.79,0,0,0,2,0,0,1,0,16.0,1829.38,0,1,2,Very_Unhealthy,163.0
2014,1,17,4,-10,-2.0,1031.0,23.7,0,0,0,0,0,0,1,0,8.0,24434.7,0,1,2,Very_Unhealthy,170.0
2010,7,27,20,23,31.0,1002.0,47.39,0,0,2,3,0,0,1,0,8.0,47484.78,0,0,1,Unhealthy,130.0
2014,9,23,21,17,17.0,1017.0,2.68,0,0,3,3,0,0,1,0,0.0,2725.56,0,0,1,Moderate,75.0
2010,8,15,23,17,23.0,1006.0,1.78,0,0,2,3,0,0,0,1,6.0,1790.68,0,0,4,Moderate,72.0
2011,4,10,22,-19,11.0,1022.0,49.16,0,0,1,3,0,1,0,0,30.0,50241.52,0,0,3,Good,22.0
2013,12,24,20,-10,-4.0,1032.0,1.79,0,0,0,3,0,1,0,0,6.0,1847.28,0,1,2,Hazardous,283.5
2013,6,12,23,15,21.0,1008.0,39.78,0,0,2,3,0,0,1,0,6.0,40098.24,0,0,1,Unhealthy_Sensitive,104.0
2010,1,22,0,-18,-6.0,1036.0,7.6,0,0,0,0,0,1,0,0,12.0,7873.599999999999,0,1,2,Good,35.0
2014,2,7,12,-7,-4.0,1028.0,39.35,0,0,0,1,0,0,1,0,3.0,40451.8,0,1,2,Unhealthy_Sensitive,94.0
2014,7,27,15,17,36.0,1006.0,17.89,0,0,2,2,0,0,1,0,19.0,17997.34,0,0,1,Unhealthy_Sensitive,87.0
2010,4,16,16,3,15.0,1016.0,17.87,0,0,1,2,0,0,1,0,12.0,18155.92,0,0,1,Very_Unhealthy,185.0
2011,1,30,0,-22,-5.0,1036.0,52.09,0,0,0,0,0,1,0,0,17.0,53965.240000000005,0,1,3,Good,21.0
2014,9,20,17,14,26.0,1008.0,1.79,0,0,3,2,0,0,1,0,12.0,1804.32,0,0,1,Unhealthy_Sensitive,78.0
2012,5,19,23,15,22.0,1013.0,9.84,0,0,1,3,0,0,1,0,7.0,9967.92,0,0,1,Moderate,72.0
2014,7,30,10,21,25.0,1006.0,1.79,0,0,2,1,0,0,1,0,4.0,1800.74,0,0,1,Very_Unhealthy,151.0
2011,1,2,2,-17,-7.0,1037.0,8.94,0,0,0,0,1,0,0,0,10.0,9270.78,0,1,2,Good,20.0
2010,9,1,0,19,22.0,1012.0,0.89,0,0,3,0,0,0,0,1,3.0,900.6800000000001,0,0,4,Unhealthy_Sensitive,99.0
2012,7,2,10,14,32.0,1000.0,1.79,0,0,2,1,0,1,0,0,18.0,1790.0,0,0,0,Good,12.0
2011,3,18,14,-17,15.0,1012.0,38.0,0,0,1,2,0,1,0,0,32.0,38456.0,0,1,3,Moderate,72.0
2014,3,14,13,-23,14.0,1019.0,7.15,0,0,1,2,0,0,0,1,37.0,7285.85,0,1,2,Good,19.0
2014,10,17,7,4,6.0,1017.0,0.89,0,0,3,1,0,0,0,1,2.0,905.13,0,0,4,Unhealthy_Sensitive,99.0
2011,9,6,6,16,18.0,1012.0,4.45,0,0,3,0,0,0,0,1,2.0,4503.400000000001,0,0,4,Very_Unhealthy,157.0
2013,6,28,18,22,27.0,1000.0,46.49,0,0,2,2,0,0,1,0,5.0,46490.0,0,0,1,Hazardous,283.5
2013,4,27,13,1,23.0,1010.0,18.32,0,0,1,2,0,0,1,0,22.0,18503.2,0,0,1,Moderate,54.0
2011,2,2,2,-19,-6.0,1021.0,3.13,0,0,0,0,0,1,0,0,13.0,3195.73,0,1,2,Moderate,70.0
2014,4,25,17,7,25.0,1014.0,5.81,0,0,1,2,0,1,0,0,18.0,5891.339999999999,0,0,0,Unhealthy_Sensitive,96.0
2011,6,13,6,17,20.0,1008.0,1.78,0,0,2,0,0,0,0,1,3.0,1794.24,0,0,4,Unhealthy_Sensitive,98.0
2010,11,9,10,-5,4.0,1022.0,1.79,0,0,3,1,0,0,1,0,9.0,1829.38,0,1,1,Good,31.0
2011,7,12,23,23,26.0,1008.0,4.92,0,0,2,3,0,0,1,0,3.0,4959.36,0,0,1,Unhealthy_Sensitive,112.0
2013,2,26,18,-5,6.0,1018.0,16.09,0,0,0,2,0,0,1,0,11.0,16379.62,0,1,2,Very_Unhealthy,206.0
2012,6,19,18,20,28.0,998.0,23.25,0,0,2,2,0,0,1,0,8.0,23203.5,0,0,1,Very_Unhealthy,225.0
2010,9,12,17,15,31.0,1009.0,9.84,0,0,3,2,0,0,1,0,16.0,9928.56,0,0,1,Unhealthy_Sensitive,115.0
2014,9,24,17,15,24.0,1014.0,4.02,0,0,3,2,0,0,1,0,9.0,4076.28,0,0,1,Good,10.0
2011,11,22,3,-1,2.0,1023.0,1.79,0,0,3,0,0,0,1,0,3.0,1831.17,0,1,0,Hazardous,283.5
2012,9,24,9,15,21.0,1019.0,1.79,0,0,3,1,1,0,0,0,6.0,1824.01,0,0,5,Moderate,53.0
2013,5,19,20,-9,22.0,1002.0,52.09,0,0,1,3,0,1,0,0,31.0,52194.18,0,0,3,Good,34.0
2011,5,14,4,-7,21.0,1010.0,7.15,0,0,1,0,0,1,0,0,28.0,7221.5,0,0,0,Good,25.0
2011,5,24,4,11,16.0,1014.0,52.09,0,0,1,0,0,0,1,0,5.0,52819.26,0,0,1,Moderate,59.0
2010,8,1,15,12,30.0,1009.0,12.06,0,0,2,2,0,0,1,0,18.0,12168.54,0,0,1,Good,30.0
2010,6,10,14,15,22.0,1013.0,3.13,0,0,2,2,1,0,0,0,7.0,3170.69,0,0,5,Moderate,36.0
2011,1,3,23,-15,-9.0,1029.0,1.79,0,0,0,3,0,1,0,0,6.0,1841.91,0,1,2,Very_Unhealthy,226.0
2013,6,21,23,14,24.0,1009.0,52.09,0,0,2,3,0,0,1,0,10.0,52558.810000000005,0,0,1,Good,29.0
2011,5,11,5,11,12.0,1006.0,0.89,0,0,1,0,0,0,0,1,1.0,895.34,0,0,4,Unhealthy_Sensitive,98.0
2012,2,14,2,-9,-6.0,1023.0,3.13,0,0,0,0,0,1,0,0,3.0,3201.99,0,1,2,Hazardous,283.5
2012,3,15,4,-10,-4.0,1027.0,0.89,0,0,1,0,0,1,0,0,6.0,914.03,0,1,2,Moderate,46.0
2013,4,19,0,-10,9.0,1024.0,1.79,0,0,1,0,0,0,1,0,19.0,1832.96,0,0,2,Moderate,41.0
2014,6,22,10,18,25.0,1010.0,1.78,0,0,2,1,0,0,0,1,7.0,1797.8,0,0,4,Moderate,49.0
2014,1,1,19,-16,9.0,1016.0,1.79,0,0,0,3,0,0,1,0,25.0,1818.64,0,1,2,Moderate,43.0
2013,7,2,18,14,35.0,994.0,5.81,0,0,2,2,0,0,1,0,21.0,5775.139999999999,0,0,1,Good,18.0
2012,12,27,22,-14,-11.0,1027.0,0.89,0,0,0,3,0,0,0,1,3.0,914.03,0,1,2,Moderate,72.0
2014,8,31,2,20,21.0,1013.0,1.78,0,0,2,0,0,0,0,1,1.0,1803.14,0,0,4,Unhealthy,131.0
2011,11,9,13,-5,15.0,1025.0,10.73,0,0,3,2,0,1,0,0,20.0,10998.25,0,1,0,Good,24.0
2011,2,9,2,-11,-5.0,1025.0,0.89,0,0,0,0,0,0,0,1,6.0,912.25,0,1,2,Unhealthy,132.0
2014,10,5,23,4,13.0,1027.0,0.89,0,0,3,3,0,0,0,1,9.0,914.03,0,0,4,Good,34.0
2011,10,17,23,4,7.0,1024.0,0.89,0,0,3,3,1,0,0,0,3.0,911.36,0,0,5,Unhealthy_Sensitive,78.0
2012,8,16,12,22,29.0,1011.0,3.57,0,0,2,1,0,0,0,1,7.0,3609.27,0,0,4,Moderate,60.0
2013,7,20,23,23,27.0,1004.0,4.92,0,0,2,3,0,0,1,0,4.0,4939.68,0,0,1,Unhealthy_Sensitive,112.0
2010,8,21,9,20,23.0,1012.0,4.92,0,0,2,1,0,1,0,0,3.0,4979.04,0,0,0,Moderate,50.0
2010,12,5,2,-7,-1.0,1013.0,8.94,0,0,0,0,0,1,0,0,6.0,9056.22,0,1,0,Very_Unhealthy,204.0
2011,7,10,7,18,24.0,1007.0,8.05,0,0,2,1,0,0,1,0,6.0,8106.35,0,0,1,Unhealthy_Sensitive,82.0
2014,9,3,14,11,29.0,1008.0,3.13,0,0,3,2,0,0,1,0,18.0,3155.04,0,0,1,Good,10.0
2012,2,27,10,-6,-1.0,1027.0,9.83,0,0,0,1,0,0,1,0,5.0,10095.41,0,1,2,Very_Unhealthy,216.0
2014,11,14,12,-13,11.0,1027.0,5.37,0,0,3,1,0,0,0,1,24.0,5514.99,0,1,4,Good,21.0
2014,2,11,22,-13,-7.0,1028.0,0.89,0,0,0,3,1,0,0,0,6.0,914.92,0,1,2,Very_Unhealthy,184.0
2013,1,25,10,-18,-6.0,1025.0,12.52,0,0,0,1,0,1,0,0,12.0,12833.0,0,1,2,Moderate,50.0
2012,2,21,1,-12,-2.0,1023.0,1.34,0,0,0,0,0,0,0,1,10.0,1370.8200000000002,0,1,2,Moderate,75.0
2011,1,5,6,-21,-8.0,1030.0,52.09,0,0,0,0,0,1,0,0,13.0,53652.7,0,1,3,Good,24.0
2014,1,29,23,-8,-2.0,1013.0,0.89,0,0,0,3,0,0,0,1,6.0,901.57,0,1,2,Very_Unhealthy,213.0
2013,11,10,13,-30,8.0,1027.0,52.09,0,0,3,2,0,1,0,0,38.0,53496.43,0,1,3,Good,6.0
2013,7,30,19,21,31.0,996.0,19.22,0,0,2,3,0,0,1,0,10.0,19143.12,0,0,1,Moderate,74.0
2011,3,8,18,-15,7.0,1021.0,3.13,0,0,1,2,1,0,0,0,22.0,3195.73,0,1,5,Good,16.0
2010,11,25,21,-10,-4.0,1024.0,5.36,0,0,3,3,1,0,0,0,6.0,5488.64,0,1,5,Unhealthy,146.0
2012,2,26,10,-17,2.0,1031.0,4.92,0,0,0,1,1,0,0,0,19.0,5072.52,0,1,2,Moderate,46.0
2014,2,14,7,-11,-9.0,1028.0,4.47,0,0,0,1,0,1,0,0,2.0,4595.16,0,1,2,Very_Unhealthy,235.0
2011,3,5,20,-5,6.0,1017.0,0.89,0,0,1,3,0,0,0,1,11.0,905.13,0,1,2,Unhealthy,122.0
2014,12,26,20,-8,-3.0,1031.0,1.79,0,0,0,3,0,1,0,0,5.0,1845.49,0,1,2,Very_Unhealthy,244.0
2012,3,8,6,-20,-4.0,1031.0,24.59,0,0,1,0,1,0,0,0,16.0,25352.29,0,1,2,Good,14.0
2010,10,23,0,10,12.0,1020.0,6.71,0,0,3,0,0,1,0,0,2.0,6844.2,0,0,0,Very_Unhealthy,178.0
2012,12,14,14,0,1.0,1023.0,52.09,0,0,0,2,0,1,0,0,1.0,53288.07000000001,0,1,3,Very_Unhealthy,210.0
2011,3,12,14,-3,16.0,1007.0,6.71,0,0,1,2,0,0,1,0,19.0,6756.97,0,1,1,Very_Unhealthy,236.0
2014,8,2,1,24,26.0,1005.0,3.57,0,0,2,0,0,0,1,0,2.0,3587.85,0,0,1,Unhealthy_Sensitive,79.0
2014,11,1,16,-9,15.0,1018.0,44.7,0,0,3,2,0,1,0,0,24.0,45504.600000000006,0,1,3,Good,9.0
2011,11,13,8,-13,6.0,1027.0,51.85,0,0,3,1,0,1,0,0,19.0,53249.95,0,1,3,Good,10.0
2013,7,29,6,23,26.0,1000.0,3.56,0,0,2,0,0,0,0,1,3.0,3560.0,0,0,4,Moderate,69.0
2011,7,29,18,23,25.0,1005.0,9.39,0,0,2,2,0,1,0,0,2.0,9436.95,0,0,0,Moderate,38.0
2014,4,18,21,4,14.0,1022.0,37.55,0,0,1,3,0,0,1,0,10.0,38376.1,0,0,1,Unhealthy_Sensitive,83.0
2010,4,9,21,2,8.0,1014.0,0.89,0,0,1,3,0,0,0,1,6.0,902.46,0,0,4,Unhealthy_Sensitive,85.0
2013,3,12,9,2,3.0,1013.0,2.23,0,0,1,1,0,0,0,1,1.0,2258.99,0,1,4,Unhealthy,130.0
2013,12,6,3,-11,-3.0,1021.0,0.89,0,0,0,0,0,0,0,1,8.0,908.69,0,1,2,Unhealthy,130.0
2013,6,13,15,16,30.0,1007.0,20.12,0,0,2,2,0,0,1,0,14.0,20260.84,0,0,1,Unhealthy,124.0
2012,12,14,20,-1,0.0,1023.0,1.78,0,0,0,3,1,0,0,0,1.0,1820.94,0,1,5,Very_Unhealthy,211.0
2014,7,22,19,17,27.0,1006.0,0.89,0,0,2,3,0,0,0,1,10.0,895.34,0,0,4,Good,8.0
2013,10,4,4,10,13.0,1014.0,2.23,0,0,3,0,0,0,0,1,3.0,2261.22,0,0,4,Moderate,58.0
2013,11,20,19,-9,4.0,1023.0,4.45,0,0,3,3,0,0,0,1,13.0,4552.35,0,1,4,Moderate,70.0
2013,11,14,16,-16,14.0,1017.0,52.09,0,0,3,2,0,1,0,0,30.0,52975.530000000006,0,1,3,Good,27.0
2011,12,15,17,-21,-2.0,1036.0,52.09,0,0,0,2,0,1,0,0,19.0,53965.240000000005,0,1,3,Good,11.0
2010,9,6,18,22,28.0,1009.0,7.15,0,0,3,2,0,0,1,0,6.0,7214.35,0,0,1,Unhealthy,128.0
2014,12,23,23,-14,-2.0,1024.0,1.79,0,0,0,3,1,0,0,0,12.0,1832.96,0,1,5,Good,14.0
2013,9,7,18,10,25.0,1015.0,5.37,0,0,3,2,0,0,1,0,15.0,5450.55,0,0,1,Good,29.0
2011,9,2,18,17,25.0,1008.0,12.06,0,0,3,2,0,0,1,0,8.0,12156.48,0,0,1,Moderate,49.0
2014,8,12,23,15,28.0,1007.0,7.15,0,0,2,3,0,1,0,0,13.0,7200.05,0,0,0,Good,19.0
2010,3,8,23,-13,-4.0,1042.0,40.24,0,0,1,3,0,1,0,0,9.0,41930.08,0,1,3,Good,16.0
2013,5,12,9,-6,23.0,1000.0,4.92,0,0,1,1,0,1,0,0,29.0,4920.0,0,0,0,Good,29.0
2010,3,22,13,-12,13.0,1014.0,37.99,0,0,1,2,0,1,0,0,25.0,38521.86,0,1,3,Unhealthy,122.0
2012,2,11,13,-22,6.0,1027.0,3.13,0,0,0,2,0,1,0,0,28.0,3214.51,0,1,2,Moderate,49.0
2014,4,8,3,3,10.0,1015.0,0.89,0,0,1,0,1,0,0,0,7.0,903.35,0,0,5,Very_Unhealthy,180.0
2013,3,22,22,-4,4.0,1018.0,52.09,0,0,1,3,0,0,1,0,8.0,53027.62,0,1,3,Moderate,61.0
2014,2,27,15,-19,9.0,1028.0,4.92,0,0,0,2,0,0,0,1,28.0,5057.76,0,1,2,Good,14.0
2011,2,5,13,-9,1.0,1016.0,6.26,0,0,0,2,0,0,1,0,10.0,6360.16,0,1,2,Unhealthy_Sensitive,109.0
2014,4,9,9,8,19.0,1010.0,1.79,0,0,1,1,1,0,0,0,11.0,1807.9,0,0,5,Very_Unhealthy,162.0
2013,10,12,2,6,10.0,1017.0,2.68,0,0,3,0,0,1,0,0,4.0,2725.56,0,0,0,Moderate,72.0
2014,8,29,18,19,26.0,1015.0,2.68,0,0,2,2,0,0,1,0,7.0,2720.2000000000003,0,0,1,Unhealthy_Sensitive,87.0
2014,1,31,2,-7,-1.0,1021.0,44.71,0,0,0,0,0,0,1,0,6.0,45648.91,0,1,2,Hazardous,283.5
2010,6,26,1,17,23.0,1007.0,1.78,0,0,2,0,0,0,0,1,6.0,1792.46,0,0,4,Very_Unhealthy,207.0
2014,2,15,9,-7,-3.0,1026.0,0.45,0,0,0,1,0,0,0,1,4.0,461.7,0,1,2,Hazardous,282.0
2014,8,13,19,18,21.0,1008.0,0.89,0,0,2,3,0,0,1,0,3.0,897.12,0,0,1,Good,24.0
2014,4,12,12,-4,20.0,1016.0,3.13,0,0,1,1,0,0,1,0,24.0,3180.08,0,0,1,Unhealthy_Sensitive,114.0
2014,2,19,23,-9,-2.0,1030.0,26.82,0,0,0,3,0,0,1,0,7.0,27624.6,0,1,2,Unhealthy,142.0
2014,4,26,17,9,20.0,1018.0,7.6,0,0,1,2,0,0,1,0,11.0,7736.799999999999,0,0,1,Moderate,48.0
2014,12,27,13,-10,4.0,1027.0,0.89,0,0,0,2,0,0,0,1,14.0,914.03,0,1,2,Very_Unhealthy,194.0
